NF;Status;Cliente;CNPJ;Cidade;UF;RC;Coordenador;Transportadora;Analista;Data_Faturamento;Data_Agendada;SLA_Dias;Tempo_Parado_Dias;Observacoes
227391;Faturada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0026;Ana;Braspress;Amanda;15/03/2026;21/03/2026;6;5;Registro fictício para testes
672675;Crítica;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0022;Ricardo;Tegma;Amanda;22/05/2026;04/06/2026;13;4;Registro fictício para testes
938416;Atrasada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0022;Ricardo;JSL;Amanda;26/02/2026;02/03/2026;4;0;Registro fictício para testes
222553;Em transporte;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0002;Ana;Rodonaves;Fernanda;25/02/2026;07/03/2026;10;7;Registro fictício para testes
157706;Confirmada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0038;Ricardo;Braspress;Bruno;11/05/2026;18/05/2026;7;3;Registro fictício para testes
990714;Atrasada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0044;Ricardo;JSL;Gabriel;12/05/2026;22/05/2026;10;6;Registro fictício para testes
732471;Crítica;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0004;Ricardo;Tegma;Amanda;21/03/2026;28/03/2026;7;2;Registro fictício para testes
490941;Faturada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0019;Ana;Tegma;Bruno;05/04/2026;13/04/2026;8;7;Registro fictício para testes
863209;Atrasada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0048;Ana;Patrus;Bruno;11/05/2026;16/05/2026;5;2;Registro fictício para testes
976097;Aguardando cliente;Carrefour;45.543.915/0001-81;Barueri;SP;RC0010;Marcos;Tegma;Amanda;30/03/2026;03/04/2026;4;8;Registro fictício para testes
892843;Reagendada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0006;Marcos;Patrus;Bruno;14/05/2026;25/05/2026;11;6;Registro fictício para testes
844747;Agendada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0013;Marcos;Patrus;Bruno;12/03/2026;21/03/2026;9;8;Registro fictício para testes
966384;Em transporte;Carrefour;45.543.915/0001-81;Barueri;SP;RC0038;Ana;Patrus;Gabriel;17/05/2026;01/06/2026;15;7;Registro fictício para testes
102565;Agendada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0017;Ana;Patrus;Pedro;19/05/2026;02/06/2026;14;10;Registro fictício para testes
615780;Confirmada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0002;Marcos;Tegma;Amanda;30/03/2026;03/04/2026;4;1;Registro fictício para testes
603825;Reagendada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0017;Ricardo;Patrus;Pedro;06/04/2026;17/04/2026;11;5;Registro fictício para testes
986340;Em transporte;Obramax;45.991.011/0001-44;São Paulo;SP;RC0011;Ricardo;JSL;Fernanda;10/03/2026;12/03/2026;2;5;Registro fictício para testes
474745;Agendada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0004;Ana;Tegma;Amanda;23/02/2026;27/02/2026;4;10;Registro fictício para testes
405831;Crítica;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0041;Marcos;Rodonaves;Fernanda;16/05/2026;22/05/2026;6;10;Registro fictício para testes
889188;Agendada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0035;Ana;Tegma;Bruno;10/05/2026;21/05/2026;11;4;Registro fictício para testes
708222;Entregue;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0010;Marcos;Braspress;Gabriel;10/05/2026;20/05/2026;10;4;Registro fictício para testes
456844;Agendada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0007;Marcos;Braspress;Gabriel;21/03/2026;29/03/2026;8;3;Registro fictício para testes
823153;Crítica;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0035;Ricardo;Rodonaves;Pedro;12/03/2026;23/03/2026;11;6;Registro fictício para testes
958620;Agendada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0002;Ana;Tegma;Bruno;13/05/2026;16/05/2026;3;5;Registro fictício para testes
648532;Entregue;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0012;Ricardo;Tegma;Pedro;27/03/2026;07/04/2026;11;1;Registro fictício para testes
827967;Agendada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0045;Marcos;Tegma;Fernanda;06/05/2026;21/05/2026;15;3;Registro fictício para testes
824375;Aguardando cliente;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0005;Marcos;Patrus;Amanda;12/05/2026;20/05/2026;8;0;Registro fictício para testes
931578;Crítica;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0038;Marcos;Patrus;Pedro;09/05/2026;11/05/2026;2;4;Registro fictício para testes
800015;Faturada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0049;Marcos;JSL;Gabriel;14/05/2026;20/05/2026;6;3;Registro fictício para testes
803175;Entregue;Obramax;45.991.011/0001-44;São Paulo;SP;RC0002;Marcos;Braspress;Bruno;27/04/2026;01/05/2026;4;9;Registro fictício para testes
996677;Crítica;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0050;Ricardo;Rodonaves;Fernanda;07/04/2026;11/04/2026;4;8;Registro fictício para testes
959398;Faturada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0034;Marcos;Braspress;Bruno;14/05/2026;17/05/2026;3;2;Registro fictício para testes
203479;Confirmada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0033;Ricardo;Patrus;Bruno;22/05/2026;04/06/2026;13;9;Registro fictício para testes
212537;Agendada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0023;Ana;Patrus;Fernanda;27/03/2026;08/04/2026;12;8;Registro fictício para testes
898395;Entregue;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0008;Ana;JSL;Gabriel;31/03/2026;03/04/2026;3;2;Registro fictício para testes
402274;Crítica;Carrefour;45.543.915/0001-81;Barueri;SP;RC0047;Marcos;JSL;Bruno;06/04/2026;19/04/2026;13;7;Registro fictício para testes
579142;Em transporte;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0044;Ana;Braspress;Gabriel;03/04/2026;09/04/2026;6;6;Registro fictício para testes
998392;Aguardando cliente;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0031;Ricardo;Tegma;Fernanda;29/03/2026;03/04/2026;5;0;Registro fictício para testes
515623;Atrasada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0034;Ricardo;JSL;Pedro;25/02/2026;28/02/2026;3;2;Registro fictício para testes
719244;Aguardando cliente;Carrefour;45.543.915/0001-81;Barueri;SP;RC0048;Marcos;JSL;Bruno;01/04/2026;14/04/2026;13;3;Registro fictício para testes
985029;Reagendada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0008;Marcos;Patrus;Amanda;27/04/2026;08/05/2026;11;4;Registro fictício para testes
893041;Reagendada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0023;Ana;Rodonaves;Amanda;08/03/2026;14/03/2026;6;7;Registro fictício para testes
905305;Atrasada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0007;Marcos;Tegma;Amanda;17/04/2026;21/04/2026;4;7;Registro fictício para testes
131167;Aguardando cliente;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0048;Marcos;JSL;Amanda;03/03/2026;07/03/2026;4;10;Registro fictício para testes
733952;Entregue;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0010;Ana;Rodonaves;Gabriel;30/04/2026;08/05/2026;8;1;Registro fictício para testes
645205;Atrasada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0030;Marcos;Tegma;Amanda;27/02/2026;13/03/2026;14;7;Registro fictício para testes
460307;Crítica;Obramax;45.991.011/0001-44;São Paulo;SP;RC0035;Marcos;JSL;Amanda;19/04/2026;29/04/2026;10;1;Registro fictício para testes
994303;Reagendada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0029;Ana;JSL;Pedro;26/03/2026;02/04/2026;7;2;Registro fictício para testes
917241;Em transporte;Obramax;45.991.011/0001-44;São Paulo;SP;RC0046;Marcos;Patrus;Amanda;27/02/2026;14/03/2026;15;2;Registro fictício para testes
901123;Aguardando cliente;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0037;Ricardo;Patrus;Gabriel;03/04/2026;12/04/2026;9;10;Registro fictício para testes
599028;Crítica;Obramax;45.991.011/0001-44;São Paulo;SP;RC0011;Ricardo;JSL;Amanda;10/03/2026;19/03/2026;9;4;Registro fictício para testes
746908;Entregue;Carrefour;45.543.915/0001-81;Barueri;SP;RC0050;Ana;Tegma;Pedro;08/03/2026;16/03/2026;8;0;Registro fictício para testes
977589;Entregue;Obramax;45.991.011/0001-44;São Paulo;SP;RC0023;Ricardo;Rodonaves;Pedro;17/05/2026;21/05/2026;4;10;Registro fictício para testes
548945;Entregue;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0023;Ana;Tegma;Pedro;04/04/2026;07/04/2026;3;10;Registro fictício para testes
779564;Em transporte;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0038;Marcos;JSL;Bruno;21/04/2026;26/04/2026;5;1;Registro fictício para testes
664570;Entregue;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0003;Ana;Patrus;Gabriel;01/05/2026;03/05/2026;2;8;Registro fictício para testes
829765;Atrasada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0038;Marcos;Tegma;Amanda;18/04/2026;20/04/2026;2;9;Registro fictício para testes
202472;Atrasada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0007;Ricardo;Braspress;Bruno;11/04/2026;22/04/2026;11;7;Registro fictício para testes
274721;Em transporte;Obramax;45.991.011/0001-44;São Paulo;SP;RC0024;Ana;Braspress;Amanda;26/02/2026;05/03/2026;7;10;Registro fictício para testes
401314;Em transporte;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0004;Ana;Rodonaves;Amanda;15/03/2026;20/03/2026;5;3;Registro fictício para testes
985194;Aguardando cliente;Obramax;45.991.011/0001-44;São Paulo;SP;RC0038;Ana;Tegma;Pedro;11/05/2026;24/05/2026;13;9;Registro fictício para testes
319927;Entregue;Obramax;45.991.011/0001-44;São Paulo;SP;RC0005;Ricardo;Tegma;Gabriel;23/03/2026;31/03/2026;8;4;Registro fictício para testes
428574;Confirmada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0027;Ana;Tegma;Gabriel;27/02/2026;09/03/2026;10;8;Registro fictício para testes
674160;Agendada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0002;Ricardo;Rodonaves;Fernanda;26/02/2026;12/03/2026;14;9;Registro fictício para testes
963930;Atrasada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0018;Ricardo;Rodonaves;Gabriel;25/04/2026;07/05/2026;12;6;Registro fictício para testes
647639;Confirmada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0024;Ana;Braspress;Fernanda;03/03/2026;05/03/2026;2;2;Registro fictício para testes
434132;Aguardando cliente;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0041;Marcos;Patrus;Bruno;28/03/2026;05/04/2026;8;4;Registro fictício para testes
730437;Confirmada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0026;Marcos;JSL;Fernanda;20/04/2026;02/05/2026;12;3;Registro fictício para testes
967412;Em transporte;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0030;Ana;Rodonaves;Amanda;21/04/2026;05/05/2026;14;6;Registro fictício para testes
385959;Agendada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0002;Ana;Tegma;Gabriel;27/04/2026;01/05/2026;4;2;Registro fictício para testes
120875;Faturada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0006;Ana;Rodonaves;Bruno;21/03/2026;04/04/2026;14;1;Registro fictício para testes
789365;Aguardando cliente;Carrefour;45.543.915/0001-81;Barueri;SP;RC0026;Ricardo;Braspress;Fernanda;06/04/2026;18/04/2026;12;1;Registro fictício para testes
647312;Crítica;Obramax;45.991.011/0001-44;São Paulo;SP;RC0017;Ana;JSL;Fernanda;19/03/2026;22/03/2026;3;9;Registro fictício para testes
972765;Reagendada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0048;Ricardo;Braspress;Amanda;12/04/2026;19/04/2026;7;3;Registro fictício para testes
324509;Em transporte;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0029;Ana;Tegma;Gabriel;09/05/2026;13/05/2026;4;0;Registro fictício para testes
833602;Aguardando cliente;Carrefour;45.543.915/0001-81;Barueri;SP;RC0021;Ricardo;Patrus;Amanda;15/03/2026;22/03/2026;7;10;Registro fictício para testes
251950;Entregue;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0031;Ricardo;Tegma;Bruno;17/04/2026;01/05/2026;14;0;Registro fictício para testes
875369;Faturada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0045;Ricardo;Braspress;Bruno;18/05/2026;02/06/2026;15;8;Registro fictício para testes
834649;Entregue;Carrefour;45.543.915/0001-81;Barueri;SP;RC0044;Marcos;Rodonaves;Fernanda;13/04/2026;25/04/2026;12;7;Registro fictício para testes
367946;Em transporte;Carrefour;45.543.915/0001-81;Barueri;SP;RC0006;Marcos;Tegma;Fernanda;21/05/2026;29/05/2026;8;2;Registro fictício para testes
951703;Reagendada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0003;Ana;JSL;Amanda;03/03/2026;10/03/2026;7;7;Registro fictício para testes
542882;Aguardando cliente;Carrefour;45.543.915/0001-81;Barueri;SP;RC0011;Ricardo;Tegma;Gabriel;10/04/2026;23/04/2026;13;1;Registro fictício para testes
864654;Crítica;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0048;Ana;Patrus;Pedro;30/03/2026;10/04/2026;11;0;Registro fictício para testes
929443;Agendada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0001;Ana;Braspress;Bruno;03/03/2026;12/03/2026;9;5;Registro fictício para testes
265488;Confirmada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0034;Ricardo;Braspress;Gabriel;12/05/2026;15/05/2026;3;10;Registro fictício para testes
601602;Agendada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0017;Marcos;Rodonaves;Bruno;12/04/2026;21/04/2026;9;4;Registro fictício para testes
485456;Agendada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0026;Ana;Rodonaves;Fernanda;12/05/2026;20/05/2026;8;0;Registro fictício para testes
741731;Confirmada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0006;Ana;Braspress;Bruno;12/03/2026;24/03/2026;12;2;Registro fictício para testes
549737;Em transporte;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0010;Marcos;Tegma;Fernanda;01/04/2026;12/04/2026;11;9;Registro fictício para testes
651380;Reagendada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0050;Ana;Patrus;Pedro;21/05/2026;03/06/2026;13;3;Registro fictício para testes
952924;Em transporte;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0019;Ricardo;Patrus;Amanda;28/04/2026;13/05/2026;15;2;Registro fictício para testes
326037;Em transporte;Carrefour;45.543.915/0001-81;Barueri;SP;RC0047;Ricardo;Braspress;Amanda;26/04/2026;07/05/2026;11;2;Registro fictício para testes
404289;Em transporte;Carrefour;45.543.915/0001-81;Barueri;SP;RC0016;Ricardo;Patrus;Fernanda;04/05/2026;06/05/2026;2;5;Registro fictício para testes
580419;Aguardando cliente;Obramax;45.991.011/0001-44;São Paulo;SP;RC0001;Ana;Braspress;Bruno;24/02/2026;08/03/2026;12;6;Registro fictício para testes
543852;Em transporte;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0005;Marcos;Rodonaves;Pedro;03/04/2026;16/04/2026;13;0;Registro fictício para testes
471512;Faturada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0001;Ana;Rodonaves;Gabriel;22/04/2026;01/05/2026;9;6;Registro fictício para testes
488918;Agendada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0036;Marcos;Rodonaves;Fernanda;02/04/2026;14/04/2026;12;4;Registro fictício para testes
455652;Atrasada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0009;Marcos;Tegma;Gabriel;19/03/2026;28/03/2026;9;6;Registro fictício para testes
428486;Faturada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0009;Ana;Tegma;Bruno;19/04/2026;22/04/2026;3;6;Registro fictício para testes
969887;Em transporte;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0034;Ana;Patrus;Fernanda;19/04/2026;30/04/2026;11;5;Registro fictício para testes
994470;Atrasada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0004;Marcos;Braspress;Pedro;03/05/2026;13/05/2026;10;3;Registro fictício para testes
372864;Agendada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0046;Ana;Patrus;Pedro;18/05/2026;27/05/2026;9;7;Registro fictício para testes
843470;Crítica;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0032;Ana;Patrus;Pedro;27/03/2026;03/04/2026;7;2;Registro fictício para testes
313630;Em transporte;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0012;Marcos;Rodonaves;Bruno;08/04/2026;11/04/2026;3;9;Registro fictício para testes
104326;Crítica;Obramax;45.991.011/0001-44;São Paulo;SP;RC0050;Ricardo;Braspress;Amanda;25/04/2026;06/05/2026;11;1;Registro fictício para testes
198886;Entregue;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0002;Ana;JSL;Amanda;20/03/2026;01/04/2026;12;5;Registro fictício para testes
439254;Agendada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0002;Marcos;Patrus;Amanda;09/05/2026;24/05/2026;15;7;Registro fictício para testes
106087;Entregue;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0003;Ricardo;Rodonaves;Amanda;07/03/2026;19/03/2026;12;5;Registro fictício para testes
151047;Em transporte;Obramax;45.991.011/0001-44;São Paulo;SP;RC0021;Marcos;JSL;Gabriel;06/05/2026;11/05/2026;5;9;Registro fictício para testes
367558;Agendada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0016;Ana;JSL;Pedro;11/05/2026;19/05/2026;8;3;Registro fictício para testes
521943;Em transporte;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0042;Ricardo;Braspress;Pedro;03/04/2026;17/04/2026;14;4;Registro fictício para testes
945522;Em transporte;Carrefour;45.543.915/0001-81;Barueri;SP;RC0044;Ricardo;Braspress;Bruno;28/03/2026;10/04/2026;13;10;Registro fictício para testes
309580;Atrasada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0029;Ana;Patrus;Bruno;05/04/2026;15/04/2026;10;9;Registro fictício para testes
893237;Reagendada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0024;Ricardo;Braspress;Amanda;29/03/2026;01/04/2026;3;10;Registro fictício para testes
638277;Entregue;Carrefour;45.543.915/0001-81;Barueri;SP;RC0030;Ricardo;Braspress;Fernanda;11/05/2026;13/05/2026;2;7;Registro fictício para testes
650164;Aguardando cliente;Obramax;45.991.011/0001-44;São Paulo;SP;RC0019;Ana;Patrus;Pedro;03/03/2026;15/03/2026;12;7;Registro fictício para testes
817555;Em transporte;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0016;Ricardo;Patrus;Bruno;03/05/2026;07/05/2026;4;9;Registro fictício para testes
147285;Crítica;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0007;Ricardo;Patrus;Amanda;13/03/2026;16/03/2026;3;1;Registro fictício para testes
696092;Em transporte;Carrefour;45.543.915/0001-81;Barueri;SP;RC0023;Ana;Rodonaves;Pedro;27/02/2026;12/03/2026;13;8;Registro fictício para testes
793715;Atrasada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0012;Marcos;Patrus;Pedro;08/05/2026;21/05/2026;13;1;Registro fictício para testes
429196;Atrasada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0049;Ricardo;Patrus;Gabriel;21/02/2026;27/02/2026;6;4;Registro fictício para testes
294078;Aguardando cliente;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0048;Ricardo;Tegma;Pedro;29/04/2026;04/05/2026;5;6;Registro fictício para testes
514118;Aguardando cliente;Obramax;45.991.011/0001-44;São Paulo;SP;RC0001;Marcos;Patrus;Amanda;20/05/2026;22/05/2026;2;6;Registro fictício para testes
748543;Entregue;Obramax;45.991.011/0001-44;São Paulo;SP;RC0045;Ricardo;Patrus;Bruno;21/03/2026;27/03/2026;6;1;Registro fictício para testes
300070;Aguardando cliente;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0002;Ricardo;Braspress;Pedro;05/05/2026;07/05/2026;2;3;Registro fictício para testes
781301;Confirmada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0028;Ricardo;Rodonaves;Fernanda;28/02/2026;04/03/2026;4;1;Registro fictício para testes
597013;Reagendada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0002;Marcos;Braspress;Fernanda;24/03/2026;28/03/2026;4;7;Registro fictício para testes
571351;Confirmada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0013;Ana;Rodonaves;Amanda;23/03/2026;25/03/2026;2;0;Registro fictício para testes
761032;Reagendada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0027;Ana;Rodonaves;Gabriel;21/05/2026;24/05/2026;3;8;Registro fictício para testes
519095;Atrasada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0033;Ricardo;Rodonaves;Amanda;18/05/2026;27/05/2026;9;3;Registro fictício para testes
542503;Entregue;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0036;Marcos;Tegma;Amanda;16/03/2026;18/03/2026;2;7;Registro fictício para testes
777568;Entregue;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0029;Ricardo;Patrus;Pedro;20/03/2026;31/03/2026;11;2;Registro fictício para testes
460550;Atrasada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0015;Ricardo;Braspress;Gabriel;28/04/2026;07/05/2026;9;10;Registro fictício para testes
983390;Atrasada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0009;Ana;Patrus;Amanda;06/03/2026;21/03/2026;15;10;Registro fictício para testes
985555;Agendada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0040;Marcos;Tegma;Pedro;23/03/2026;06/04/2026;14;10;Registro fictício para testes
309174;Agendada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0039;Ana;JSL;Amanda;06/05/2026;10/05/2026;4;7;Registro fictício para testes
683879;Faturada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0002;Ana;Tegma;Bruno;22/04/2026;27/04/2026;5;10;Registro fictício para testes
627935;Faturada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0005;Ana;Patrus;Pedro;30/04/2026;15/05/2026;15;9;Registro fictício para testes
334981;Atrasada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0017;Ana;Tegma;Pedro;07/05/2026;17/05/2026;10;8;Registro fictício para testes
823659;Crítica;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0039;Ricardo;JSL;Pedro;03/05/2026;18/05/2026;15;7;Registro fictício para testes
919621;Aguardando cliente;Carrefour;45.543.915/0001-81;Barueri;SP;RC0036;Marcos;Rodonaves;Pedro;08/05/2026;11/05/2026;3;2;Registro fictício para testes
264660;Em transporte;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0046;Ana;Rodonaves;Amanda;26/04/2026;03/05/2026;7;1;Registro fictício para testes
450861;Agendada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0008;Marcos;Patrus;Amanda;01/03/2026;08/03/2026;7;0;Registro fictício para testes
400687;Crítica;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0011;Marcos;Tegma;Bruno;23/03/2026;30/03/2026;7;6;Registro fictício para testes
357374;Agendada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0049;Ricardo;Patrus;Fernanda;03/03/2026;15/03/2026;12;2;Registro fictício para testes
581037;Crítica;Carrefour;45.543.915/0001-81;Barueri;SP;RC0044;Ana;JSL;Amanda;31/03/2026;08/04/2026;8;2;Registro fictício para testes
188896;Entregue;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0021;Ana;Braspress;Amanda;17/03/2026;20/03/2026;3;0;Registro fictício para testes
772625;Agendada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0037;Marcos;Rodonaves;Bruno;18/05/2026;30/05/2026;12;6;Registro fictício para testes
680502;Em transporte;Carrefour;45.543.915/0001-81;Barueri;SP;RC0047;Ricardo;Tegma;Bruno;24/02/2026;09/03/2026;13;0;Registro fictício para testes
253995;Reagendada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0029;Ricardo;Braspress;Gabriel;16/03/2026;27/03/2026;11;9;Registro fictício para testes
831351;Entregue;Obramax;45.991.011/0001-44;São Paulo;SP;RC0042;Ana;Braspress;Bruno;28/02/2026;09/03/2026;9;1;Registro fictício para testes
508937;Agendada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0034;Ricardo;Tegma;Fernanda;15/03/2026;22/03/2026;7;1;Registro fictício para testes
646660;Entregue;Obramax;45.991.011/0001-44;São Paulo;SP;RC0049;Ricardo;Braspress;Pedro;13/03/2026;19/03/2026;6;0;Registro fictício para testes
353063;Em transporte;Obramax;45.991.011/0001-44;São Paulo;SP;RC0047;Ana;Rodonaves;Pedro;08/03/2026;14/03/2026;6;0;Registro fictício para testes
632151;Entregue;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0008;Marcos;JSL;Amanda;19/04/2026;01/05/2026;12;4;Registro fictício para testes
455446;Confirmada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0048;Ricardo;Rodonaves;Gabriel;22/05/2026;31/05/2026;9;9;Registro fictício para testes
398357;Agendada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0046;Ana;Rodonaves;Fernanda;08/04/2026;14/04/2026;6;1;Registro fictício para testes
301908;Entregue;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0030;Marcos;Braspress;Amanda;17/03/2026;28/03/2026;11;6;Registro fictício para testes
545526;Agendada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0031;Marcos;Patrus;Pedro;11/05/2026;13/05/2026;2;5;Registro fictício para testes
686120;Crítica;Obramax;45.991.011/0001-44;São Paulo;SP;RC0050;Ana;Tegma;Gabriel;01/04/2026;12/04/2026;11;7;Registro fictício para testes
613321;Reagendada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0011;Marcos;Rodonaves;Fernanda;27/03/2026;09/04/2026;13;7;Registro fictício para testes
638113;Crítica;Carrefour;45.543.915/0001-81;Barueri;SP;RC0008;Ricardo;Braspress;Amanda;06/05/2026;19/05/2026;13;7;Registro fictício para testes
487272;Aguardando cliente;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0039;Ana;JSL;Pedro;02/05/2026;12/05/2026;10;5;Registro fictício para testes
648171;Agendada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0008;Ana;Tegma;Bruno;15/04/2026;17/04/2026;2;4;Registro fictício para testes
929637;Agendada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0010;Ricardo;Patrus;Pedro;21/03/2026;23/03/2026;2;4;Registro fictício para testes
